Period,Rate
1/4/1999,1.1789
1/5/1999,1.179
1/6/1999,1.1743
1/7/1999,1.1632
1/8/1999,1.1659
1/11/1999,1.1569
1/12/1999,1.152
1/13/1999,1.1744
1/14/1999,1.1653
1/15/1999,1.1626
1/18/1999,1.1612
1/19/1999,1.1616
1/20/1999,1.1575
1/21/1999,1.1572
1/22/1999,1.1567
1/25/1999,1.1584
1/26/1999,1.1582
1/27/1999,1.1529
1/28/1999,1.141
1/29/1999,1.1384
2/1/1999,1.1338
2/2/1999,1.1337
2/3/1999,1.1337
2/4/1999,1.1263
2/5/1999,1.1292
2/8/1999,1.1246
2/9/1999,1.1333
2/10/1999,1.1342
2/11/1999,1.1312
2/12/1999,1.1244
2/15/1999,1.1238
2/16/1999,1.1176
2/17/1999,1.1253
2/18/1999,1.1232
2/19/1999,1.1163
2/22/1999,1.0992
2/23/1999,1.0969
2/24/1999,1.1037
2/25/1999,1.1031
2/26/1999,1.1018
3/1/1999,1.0986
3/2/1999,1.0887
3/3/1999,1.0899
3/4/1999,1.0866
3/5/1999,1.0834
3/8/1999,1.0908
3/9/1999,1.0863
3/10/1999,1.0953
3/11/1999,1.0891
3/12/1999,1.0932
3/15/1999,1.0949
3/16/1999,1.0901
3/17/1999,1.0966
3/18/1999,1.1012
3/19/1999,1.0915
3/22/1999,1.0864
3/23/1999,1.0896
3/24/1999,1.0928
3/25/1999,1.0898
3/26/1999,1.0815
3/29/1999,1.0692
3/30/1999,1.0711
3/31/1999,1.0742
4/1/1999,1.0772
4/2/1999,1.0772
4/5/1999,1.0752
4/6/1999,1.0726
4/7/1999,1.0812
4/8/1999,1.0818
4/9/1999,1.0778
4/12/1999,1.0867
4/13/1999,1.0765
4/14/1999,1.0787
4/15/1999,1.0786
4/16/1999,1.0668
4/19/1999,1.0636
4/20/1999,1.0646
4/21/1999,1.0586
4/22/1999,1.0581
4/23/1999,1.0634
4/26/1999,1.0614
4/27/1999,1.063
4/28/1999,1.0666
4/29/1999,1.0604
4/30/1999,1.0597
5/3/1999,1.0589
5/4/1999,1.0564
5/5/1999,1.0667
5/6/1999,1.0799
5/7/1999,1.0786
5/10/1999,1.0735
5/11/1999,1.0732
5/12/1999,1.0645
5/13/1999,1.0622
5/14/1999,1.0676
5/17/1999,1.0685
5/18/1999,1.069
5/19/1999,1.0634
5/20/1999,1.0639
5/21/1999,1.0572
5/24/1999,1.0585
5/25/1999,1.0627
5/26/1999,1.0535
5/27/1999,1.0473
5/28/1999,1.0479
5/31/1999,1.0456
6/1/1999,1.0434
6/2/1999,1.0382
6/3/1999,1.0382
6/4/1999,1.0315
6/7/1999,1.0316
6/8/1999,1.0385
6/9/1999,1.0466
6/10/1999,1.0474
6/11/1999,1.0474
6/14/1999,1.0437
6/15/1999,1.0392
6/16/1999,1.0345
6/17/1999,1.034
6/18/1999,1.0388
6/21/1999,1.0339
6/22/1999,1.0313
6/23/1999,1.028
6/24/1999,1.0321
6/25/1999,1.0443
6/28/1999,1.0388
6/29/1999,1.0364
6/30/1999,1.0328
7/1/1999,1.0264
7/2/1999,1.0241
7/5/1999,1.0232
7/6/1999,1.0221
7/7/1999,1.0222
7/8/1999,1.0182
7/9/1999,1.0204
7/12/1999,1.0124
7/13/1999,1.0183
7/14/1999,1.0168
7/15/1999,1.0201
7/16/1999,1.0202
7/19/1999,1.0146
7/20/1999,1.041
7/21/1999,1.0462
7/22/1999,1.0499
7/23/1999,1.0496
7/26/1999,1.0698
7/27/1999,1.0627
7/28/1999,1.0603
7/29/1999,1.068
7/30/1999,1.0694
8/2/1999,1.0665
8/3/1999,1.0645
8/4/1999,1.0761
8/5/1999,1.0791
8/6/1999,1.074
8/9/1999,1.0705
8/10/1999,1.0737
8/11/1999,1.0668
8/12/1999,1.0638
8/13/1999,1.0667
8/16/1999,1.0553
8/17/1999,1.0527
8/18/1999,1.0517
8/19/1999,1.0517
8/20/1999,1.0667
8/23/1999,1.0606
8/24/1999,1.0512
8/25/1999,1.0433
8/26/1999,1.0452
8/27/1999,1.045
8/30/1999,1.0454
8/31/1999,1.0573
9/1/1999,1.0613
9/2/1999,1.0662
9/3/1999,1.0682
9/6/1999,1.0594
9/7/1999,1.0565
9/8/1999,1.0613
9/9/1999,1.0592
9/10/1999,1.052
9/13/1999,1.0342
9/14/1999,1.0362
9/15/1999,1.0369
9/16/1999,1.0372
9/17/1999,1.0397
9/20/1999,1.0406
9/21/1999,1.0388
9/22/1999,1.0509
9/23/1999,1.043
9/24/1999,1.0476
9/27/1999,1.0414
9/28/1999,1.0483
9/29/1999,1.0563
9/30/1999,1.0665
10/1/1999,1.0728
10/4/1999,1.0719
10/5/1999,1.0686
10/6/1999,1.0737
10/7/1999,1.0729
10/8/1999,1.0657
10/11/1999,1.0631
10/12/1999,1.0668
10/13/1999,1.0778
10/14/1999,1.0758
10/15/1999,1.0869
10/18/1999,1.0868
10/19/1999,1.0818
10/20/1999,1.0777
10/21/1999,1.0797
10/22/1999,1.0758
10/25/1999,1.0683
10/26/1999,1.0633
10/27/1999,1.0552
10/28/1999,1.0534
10/29/1999,1.0453
11/1/1999,1.0572
11/2/1999,1.0507
11/3/1999,1.0491
11/4/1999,1.0504
11/5/1999,1.0408
11/8/1999,1.0405
11/9/1999,1.0424
11/10/1999,1.0402
11/11/1999,1.0406
11/12/1999,1.0308
11/15/1999,1.0301
11/16/1999,1.0336
11/17/1999,1.0408
11/18/1999,1.038
11/19/1999,1.0279
11/22/1999,1.0311
11/23/1999,1.0315
11/24/1999,1.0215
11/25/1999,1.0194
11/26/1999,1.0101
11/29/1999,1.0077
11/30/1999,1.0097
12/1/1999,1.0091
12/2/1999,1.0057
12/3/1999,1.0015
12/6/1999,1.0182
12/7/1999,1.0239
12/8/1999,1.0236
12/9/1999,1.0175
12/10/1999,1.0141
12/13/1999,1.0128
12/14/1999,1.0038
12/15/1999,1.0021
12/16/1999,1.0146
12/17/1999,1.0128
12/20/1999,1.0096
12/21/1999,1.0084
12/22/1999,1.0074
12/23/1999,1.0089
12/24/1999,1.0142
12/27/1999,1.0134
12/28/1999,1.0089
12/29/1999,1.0072
12/30/1999,1.0046
1/3/2000,1.009
1/4/2000,1.0305
1/5/2000,1.0368
1/6/2000,1.0388
1/7/2000,1.0284
1/10/2000,1.0229
1/11/2000,1.0256
1/12/2000,1.0308
1/13/2000,1.0276
1/14/2000,1.0225
1/17/2000,1.0094
1/18/2000,1.0093
1/19/2000,1.0105
1/20/2000,1.0089
1/21/2000,1.0097
1/24/2000,1.0027
1/25/2000,1.0008
1/26/2000,1.0019
1/27/2000,0.9976
1/28/2000,0.9848
1/31/2000,0.9791
2/1/2000,0.971
2/2/2000,0.9717
2/3/2000,0.9748
2/4/2000,0.9835
2/7/2000,0.9767
2/8/2000,0.9903
2/9/2000,0.9934
2/10/2000,0.9868
2/11/2000,0.9801
2/14/2000,0.9867
2/15/2000,0.9778
2/16/2000,0.9804
2/17/2000,0.9919
2/18/2000,0.9857
2/21/2000,0.9857
2/22/2000,1.0022
2/23/2000,1.0068
2/24/2000,0.9898
2/25/2000,0.9813
2/28/2000,0.9639
2/29/2000,0.9714
3/1/2000,0.9667
3/2/2000,0.9725
3/3/2000,0.9659
3/6/2000,0.964
3/7/2000,0.9593
3/8/2000,0.9543
3/9/2000,0.9616
3/10/2000,0.9613
3/13/2000,0.9716
3/14/2000,0.962
3/15/2000,0.9647
3/16/2000,0.9663
3/17/2000,0.9672
3/20/2000,0.9715
3/21/2000,0.9701
3/22/2000,0.9603
3/23/2000,0.9656
3/24/2000,0.9715
3/27/2000,0.9712
3/28/2000,0.9647
3/29/2000,0.9568
3/30/2000,0.9555
3/31/2000,0.9553
4/3/2000,0.9564
4/4/2000,0.9538
4/5/2000,0.9673
4/6/2000,0.9625
4/7/2000,0.9564
4/10/2000,0.959
4/11/2000,0.9594
4/12/2000,0.9576
4/13/2000,0.9537
4/14/2000,0.954
4/17/2000,0.9573
4/18/2000,0.9497
4/19/2000,0.9461
4/20/2000,0.9376
4/25/2000,0.9302
4/26/2000,0.9193
4/27/2000,0.9163
4/28/2000,0.9085
5/2/2000,0.9116
5/3/2000,0.8913
5/4/2000,0.8947
5/5/2000,0.8984
5/8/2000,0.8952
5/9/2000,0.8978
5/10/2000,0.9107
5/11/2000,0.9079
5/12/2000,0.9029
5/15/2000,0.9147
5/16/2000,0.9065
5/17/2000,0.8922
5/18/2000,0.8942
5/19/2000,0.8875
5/22/2000,0.9
5/23/2000,0.9111
5/24/2000,0.9098
5/25/2000,0.8981
5/26/2000,0.9143
5/29/2000,0.9262
5/30/2000,0.9359
5/31/2000,0.9303
6/1/2000,0.933
6/2/2000,0.9355
6/5/2000,0.9433
6/6/2000,0.9485
6/7/2000,0.9554
6/8/2000,0.9668
6/9/2000,0.949
6/12/2000,0.9527
6/13/2000,0.9583
6/14/2000,0.9636
6/15/2000,0.9524
6/16/2000,0.9565
6/19/2000,0.964
6/20/2000,0.9538
6/21/2000,0.947
6/22/2000,0.9405
6/23/2000,0.9413
6/26/2000,0.9327
6/27/2000,0.9401
6/28/2000,0.9415
6/29/2000,0.9504
6/30/2000,0.9556
7/3/2000,0.9493
7/4/2000,0.9487
7/5/2000,0.9537
7/6/2000,0.9542
7/7/2000,0.9483
7/10/2000,0.9523
7/11/2000,0.9527
7/12/2000,0.9499
7/13/2000,0.9349
7/14/2000,0.9344
7/17/2000,0.9352
7/18/2000,0.9353
7/19/2000,0.9216
7/20/2000,0.922
7/21/2000,0.9363
7/24/2000,0.9332
7/25/2000,0.941
7/26/2000,0.939
7/27/2000,0.9389
7/28/2000,0.9276
7/31/2000,0.9243
8/1/2000,0.9264
8/2/2000,0.9142
8/3/2000,0.9028
8/4/2000,0.9031
8/7/2000,0.9084
8/8/2000,0.9047
8/9/2000,0.8973
8/10/2000,0.9031
8/11/2000,0.9132
8/14/2000,0.9011
8/15/2000,0.9118
8/16/2000,0.9072
8/17/2000,0.914
8/18/2000,0.9127
8/21/2000,0.9023
8/22/2000,0.8972
8/23/2000,0.8918
8/24/2000,0.9012
8/25/2000,0.9021
8/28/2000,0.9007
8/29/2000,0.8965
8/30/2000,0.8909
8/31/2000,0.8906
9/1/2000,0.8902
9/4/2000,0.9
9/5/2000,0.8886
9/6/2000,0.8818
9/7/2000,0.8676
9/8/2000,0.8735
9/11/2000,0.8609
9/12/2000,0.8614
9/13/2000,0.8654
9/14/2000,0.8693
9/15/2000,0.8615
9/18/2000,0.8526
9/19/2000,0.8541
9/20/2000,0.8476
9/21/2000,0.8524
9/22/2000,0.889
9/25/2000,0.877
9/26/2000,0.8757
9/27/2000,0.8861
9/28/2000,0.8832
9/29/2000,0.8765
10/2/2000,0.8802
10/3/2000,0.8763
10/4/2000,0.873
10/5/2000,0.8786
10/6/2000,0.8703
10/9/2000,0.8695
10/10/2000,0.8721
10/11/2000,0.872
10/12/2000,0.8648
10/13/2000,0.8627
10/16/2000,0.8511
10/17/2000,0.8496
10/18/2000,0.8525
10/19/2000,0.8411
10/20/2000,0.8452
10/23/2000,0.8377
10/24/2000,0.8386
10/25/2000,0.8307
10/26/2000,0.8252
10/27/2000,0.8324
10/30/2000,0.8482
10/31/2000,0.8417
11/1/2000,0.8554
11/2/2000,0.8646
11/3/2000,0.873
11/6/2000,0.8667
11/7/2000,0.8587
11/8/2000,0.8559
11/9/2000,0.8531
11/10/2000,0.8673
11/13/2000,0.862
11/14/2000,0.8583
11/15/2000,0.8596
11/16/2000,0.8569
11/17/2000,0.8535
11/20/2000,0.8488
11/21/2000,0.8474
11/22/2000,0.8429
11/23/2000,0.8427
11/24/2000,0.8436
11/27/2000,0.8406
11/28/2000,0.8561
11/29/2000,0.865
11/30/2000,0.8684
12/1/2000,0.8735
12/4/2000,0.8908
12/5/2000,0.881
12/6/2000,0.8828
12/7/2000,0.8943
12/8/2000,0.8895
12/11/2000,0.8804
12/12/2000,0.8782
12/13/2000,0.8748
12/14/2000,0.8839
12/15/2000,0.8984
12/18/2000,0.8966
12/19/2000,0.8903
12/20/2000,0.9059
12/21/2000,0.9146
12/22/2000,0.924
12/27/2000,0.931
12/28/2000,0.9285
12/29/2000,0.9305
1/2/2001,0.9423
1/3/2001,0.953
1/4/2001,0.9458
1/5/2001,0.9545
1/8/2001,0.9497
1/9/2001,0.9401
1/10/2001,0.9412
1/11/2001,0.9523
1/12/2001,0.9545
1/15/2001,0.9428
1/16/2001,0.9412
1/17/2001,0.9396
1/18/2001,0.9404
1/19/2001,0.94
1/22/2001,0.929
1/23/2001,0.9407
1/24/2001,0.9294
1/25/2001,0.9146
1/26/2001,0.9228
1/29/2001,0.9193
1/30/2001,0.9197
1/31/2001,0.9293
2/1/2001,0.9406
2/2/2001,0.9407
2/5/2001,0.9425
2/6/2001,0.9322
2/7/2001,0.9325
2/8/2001,0.922
2/9/2001,0.9227
2/12/2001,0.9288
2/13/2001,0.9275
2/14/2001,0.9178
2/15/2001,0.909
2/16/2001,0.9113
2/19/2001,0.9213
2/20/2001,0.907
2/21/2001,0.9146
2/22/2001,0.9056
2/23/2001,0.9064
2/26/2001,0.9105
2/27/2001,0.9163
2/28/2001,0.9248
3/1/2001,0.9269
3/2/2001,0.9363
3/5/2001,0.9305
3/6/2001,0.9279
3/7/2001,0.9307
3/8/2001,0.9312
3/9/2001,0.9357
3/12/2001,0.9272
3/13/2001,0.9202
3/14/2001,0.9182
3/15/2001,0.9064
3/16/2001,0.8947
3/19/2001,0.8996
3/20/2001,0.902
3/21/2001,0.899
3/22/2001,0.8889
3/23/2001,0.8922
3/26/2001,0.8935
3/27/2001,0.8952
3/28/2001,0.886
3/29/2001,0.884
3/30/2001,0.8832
4/2/2001,0.8772
4/3/2001,0.8845
4/4/2001,0.9032
4/5/2001,0.902
4/6/2001,0.894
4/9/2001,0.9018
4/10/2001,0.8945
4/11/2001,0.884
4/12/2001,0.8849
4/17/2001,0.8791
4/18/2001,0.8778
4/19/2001,0.8827
4/20/2001,0.8989
4/23/2001,0.9002
4/24/2001,0.8973
4/25/2001,0.8947
4/26/2001,0.9013
4/27/2001,0.9023
4/30/2001,0.8876
5/2/2001,0.8907
5/3/2001,0.8903
5/4/2001,0.8939
5/7/2001,0.8919
5/8/2001,0.8866
5/9/2001,0.8827
5/10/2001,0.885
5/11/2001,0.8773
5/14/2001,0.8745
5/15/2001,0.8768
5/16/2001,0.8834
5/17/2001,0.8815
5/18/2001,0.8777
5/21/2001,0.8754
5/22/2001,0.8685
5/23/2001,0.8585
5/24/2001,0.8604
5/25/2001,0.8591
5/28/2001,0.8584
5/29/2001,0.8552
5/30/2001,0.8558
5/31/2001,0.848
6/1/2001,0.8478
6/4/2001,0.8513
6/5/2001,0.8465
6/6/2001,0.8543
6/7/2001,0.8466
6/8/2001,0.8468
6/11/2001,0.8494
6/12/2001,0.8474
6/13/2001,0.8542
6/14/2001,0.8492
6/15/2001,0.8662
6/18/2001,0.8581
6/19/2001,0.8563
6/20/2001,0.8513
6/21/2001,0.8552
6/22/2001,0.8528
6/25/2001,0.8607
6/26/2001,0.8611
6/27/2001,0.8622
6/28/2001,0.8511
6/29/2001,0.848
7/2/2001,0.8455
7/3/2001,0.8497
7/4/2001,0.8453
7/5/2001,0.8422
7/6/2001,0.8384
7/9/2001,0.8459
7/10/2001,0.8545
7/11/2001,0.8611
7/12/2001,0.8538
7/13/2001,0.8539
7/16/2001,0.8583
7/17/2001,0.8516
7/18/2001,0.863
7/19/2001,0.8723
7/20/2001,0.8776
7/23/2001,0.8676
7/24/2001,0.8708
7/25/2001,0.8793
7/26/2001,0.8764
7/27/2001,0.8768
7/30/2001,0.8751
7/31/2001,0.8755
8/1/2001,0.8817
8/2/2001,0.8788
8/3/2001,0.8806
8/6/2001,0.8805
8/7/2001,0.8768
8/8/2001,0.8763
8/9/2001,0.8853
8/10/2001,0.8936
8/13/2001,0.8991
8/14/2001,0.8968
8/15/2001,0.9114
8/16/2001,0.9144
8/17/2001,0.9138
8/20/2001,0.9149
8/21/2001,0.9128
8/22/2001,0.9216
8/23/2001,0.9112
8/24/2001,0.9108
8/27/2001,0.909
8/28/2001,0.9042
8/29/2001,0.9122
8/30/2001,0.9095
8/31/2001,0.9158
9/3/2001,0.9072
9/4/2001,0.897
9/5/2001,0.8891
9/6/2001,0.8855
9/7/2001,0.8952
9/10/2001,0.9047
9/11/2001,0.8964
9/12/2001,0.9052
9/13/2001,0.906
9/14/2001,0.9219
9/17/2001,0.9269
9/18/2001,0.9256
9/19/2001,0.9258
9/20/2001,0.9259
9/21/2001,0.92
9/24/2001,0.9164
9/25/2001,0.9176
9/26/2001,0.9219
9/27/2001,0.9205
9/28/2001,0.9131
10/1/2001,0.9125
10/2/2001,0.9189
10/3/2001,0.9209
10/4/2001,0.9117
10/5/2001,0.9174
10/8/2001,0.9214
10/9/2001,0.9193
10/10/2001,0.9136
10/11/2001,0.9062
10/12/2001,0.904
10/15/2001,0.9097
10/16/2001,0.9052
10/17/2001,0.9022
10/18/2001,0.9026
10/19/2001,0.9009
10/22/2001,0.8969
10/23/2001,0.8887
10/24/2001,0.8917
10/25/2001,0.8889
10/26/2001,0.8911
10/29/2001,0.9005
10/30/2001,0.9064
10/31/2001,0.9042
11/1/2001,0.9097
11/2/2001,0.9056
11/5/2001,0.8961
11/6/2001,0.8961
11/7/2001,0.9014
11/8/2001,0.8972
11/9/2001,0.893
11/12/2001,0.8919
11/13/2001,0.8842
11/14/2001,0.8803
11/15/2001,0.8825
11/16/2001,0.8845
11/19/2001,0.8793
11/20/2001,0.8824
11/21/2001,0.8791
11/22/2001,0.8778
11/23/2001,0.8795
11/26/2001,0.8818
11/27/2001,0.8788
11/28/2001,0.8831
11/29/2001,0.8887
11/30/2001,0.8898
12/3/2001,0.8925
12/4/2001,0.8902
12/5/2001,0.8919
12/6/2001,0.8889
12/7/2001,0.8911
12/10/2001,0.885
12/11/2001,0.8908
12/12/2001,0.8938
12/13/2001,0.8975
12/14/2001,0.9016
12/17/2001,0.9049
12/18/2001,0.9012
12/19/2001,0.8983
12/20/2001,0.8973
12/21/2001,0.8943
12/24/2001,0.8798
12/27/2001,0.8823
12/28/2001,0.8813
1/2/2002,0.9038
1/3/2002,0.9036
1/4/2002,0.8954
1/7/2002,0.8905
1/8/2002,0.8909
1/9/2002,0.8921
1/10/2002,0.8909
1/11/2002,0.8919
1/14/2002,0.8927
1/15/2002,0.8922
1/16/2002,0.8817
1/17/2002,0.8819
1/18/2002,0.881
1/21/2002,0.884
1/22/2002,0.883
1/23/2002,0.8856
1/24/2002,0.8767
1/25/2002,0.8663
1/28/2002,0.8578
1/29/2002,0.8624
1/30/2002,0.8642
1/31/2002,0.8637
2/1/2002,0.8632
2/4/2002,0.8644
2/5/2002,0.8683
2/6/2002,0.8664
2/7/2002,0.8664
2/8/2002,0.874
2/11/2002,0.8794
2/12/2002,0.8753
2/13/2002,0.8731
2/14/2002,0.8693
2/15/2002,0.8705
2/18/2002,0.8715
2/19/2002,0.8692
2/20/2002,0.8743
2/21/2002,0.8701
2/22/2002,0.8747
2/25/2002,0.8724
2/26/2002,0.8682
2/27/2002,0.8649
2/28/2002,0.8651
3/1/2002,0.8679
3/4/2002,0.8649
3/5/2002,0.8682
3/6/2002,0.8712
3/7/2002,0.8764
3/8/2002,0.8797
3/11/2002,0.8741
3/12/2002,0.8733
3/13/2002,0.8734
3/14/2002,0.8803
3/15/2002,0.8853
3/18/2002,0.8792
3/19/2002,0.8829
3/20/2002,0.8814
3/21/2002,0.8817
3/22/2002,0.8795
3/25/2002,0.8759
3/26/2002,0.8737
3/27/2002,0.8746
3/28/2002,0.8724
4/2/2002,0.8786
4/3/2002,0.8803
4/4/2002,0.8818
4/5/2002,0.8786
4/8/2002,0.8778
4/9/2002,0.8763
4/10/2002,0.8798
4/11/2002,0.8794
4/12/2002,0.8803
4/15/2002,0.8802
4/16/2002,0.8803
4/17/2002,0.888
4/18/2002,0.8895
4/19/2002,0.8886
4/22/2002,0.8882
4/23/2002,0.8872
4/24/2002,0.8892
4/25/2002,0.8969
4/26/2002,0.8971
4/29/2002,0.9038
4/30/2002,0.9008
5/2/2002,0.9032
5/3/2002,0.9083
5/6/2002,0.9144
5/7/2002,0.9125
5/8/2002,0.9088
5/9/2002,0.9061
5/10/2002,0.9118
5/13/2002,0.9118
5/14/2002,0.9062
5/15/2002,0.903
5/16/2002,0.9124
5/17/2002,0.9152
5/20/2002,0.9202
5/21/2002,0.9213
5/22/2002,0.926
5/23/2002,0.9213
5/24/2002,0.9188
5/27/2002,0.919
5/28/2002,0.9255
5/29/2002,0.932
5/30/2002,0.9375
5/31/2002,0.9387
6/3/2002,0.9313
6/4/2002,0.9435
6/5/2002,0.9371
6/6/2002,0.9386
6/7/2002,0.9452
6/10/2002,0.9459
6/11/2002,0.9417
6/12/2002,0.9452
6/13/2002,0.9417
6/14/2002,0.9478
6/17/2002,0.9426
6/18/2002,0.9484
6/19/2002,0.9561
6/20/2002,0.9592
6/21/2002,0.9636
6/24/2002,0.9781
6/25/2002,0.9712
6/26/2002,0.9917
6/27/2002,0.9824
6/28/2002,0.9975
7/1/2002,0.9913
7/2/2002,0.9838
7/3/2002,0.978
7/4/2002,0.979
7/5/2002,0.9725
7/8/2002,0.9828
7/9/2002,0.993
7/10/2002,0.9898
7/11/2002,0.9836
7/12/2002,0.9873
7/15/2002,1.0024
7/16/2002,1.0127
7/17/2002,1.0064
7/18/2002,1.0058
7/19/2002,1.0146
7/22/2002,1.0086
7/23/2002,0.991
7/24/2002,0.9915
7/25/2002,1.0014
7/26/2002,1.0008
7/29/2002,0.9821
7/30/2002,0.9835
7/31/2002,0.9783
8/1/2002,0.976
8/2/2002,0.9873
8/5/2002,0.9836
8/6/2002,0.9689
8/7/2002,0.9698
8/8/2002,0.9687
8/9/2002,0.9729
8/12/2002,0.978
8/13/2002,0.9799
8/14/2002,0.9857
8/15/2002,0.9777
8/16/2002,0.9825
8/19/2002,0.9799
8/20/2002,0.9792
8/21/2002,0.9762
8/22/2002,0.977
8/23/2002,0.9697
8/26/2002,0.9701
8/27/2002,0.9774
8/28/2002,0.9826
8/29/2002,0.9843
8/30/2002,0.9833
9/2/2002,0.9821
9/3/2002,0.991
9/4/2002,0.9947
9/5/2002,0.9975
9/6/2002,0.9918
9/9/2002,0.9794
9/10/2002,0.976
9/11/2002,0.9749
9/12/2002,0.9757
9/13/2002,0.981
9/16/2002,0.9683
9/17/2002,0.9649
9/18/2002,0.9725
9/19/2002,0.9814
9/20/2002,0.979
9/23/2002,0.9831
9/24/2002,0.9828
9/25/2002,0.9771
9/26/2002,0.9796
9/27/2002,0.9779
9/30/2002,0.986
10/1/2002,0.9861
10/2/2002,0.9835
10/3/2002,0.989
10/4/2002,0.9865
10/7/2002,0.9808
10/8/2002,0.98
10/9/2002,0.9814
10/10/2002,0.9875
10/11/2002,0.9857
10/14/2002,0.9873
10/15/2002,0.981
10/16/2002,0.9823
10/17/2002,0.9763
10/18/2002,0.9735
10/21/2002,0.9748
10/22/2002,0.9768
10/23/2002,0.9775
10/24/2002,0.9738
10/25/2002,0.9763
10/28/2002,0.9745
10/29/2002,0.982
10/30/2002,0.9825
10/31/2002,0.9864
11/1/2002,0.9974
11/4/2002,0.9944
11/5/2002,1.0024
11/6/2002,0.9955
11/7/2002,1.0013
11/8/2002,1.0107
11/11/2002,1.0126
11/12/2002,1.0081
11/13/2002,1.0068
11/14/2002,1.0095
11/15/2002,1.0029
11/18/2002,1.0065
11/19/2002,1.0125
11/20/2002,1.0019
11/21/2002,1.0034
11/22/2002,1.0024
11/25/2002,0.9905
11/26/2002,0.991
11/27/2002,0.9927
11/28/2002,0.9934
11/29/2002,0.9927
12/2/2002,0.9871
12/3/2002,0.9967
12/4/2002,1.0018
12/5/2002,0.9991
12/6/2002,1.0006
12/9/2002,1.0093
12/10/2002,1.0111
12/11/2002,1.0067
12/12/2002,1.0156
12/13/2002,1.0221
12/16/2002,1.0212
12/17/2002,1.0307
12/18/2002,1.024
12/19/2002,1.0273
12/20/2002,1.0255
12/23/2002,1.0282
12/24/2002,1.0296
12/27/2002,1.0376
12/30/2002,1.0422
12/31/2002,1.0487
1/2/2003,1.0446
1/3/2003,1.0392
1/6/2003,1.0488
1/7/2003,1.0425
1/8/2003,1.0377
1/9/2003,1.0507
1/10/2003,1.0503
1/13/2003,1.0549
1/14/2003,1.0577
1/15/2003,1.0526
1/16/2003,1.0564
1/17/2003,1.0652
1/20/2003,1.0653
1/21/2003,1.0653
1/22/2003,1.0718
1/23/2003,1.0757
1/24/2003,1.0784
1/27/2003,1.087
1/28/2003,1.0808
1/29/2003,1.0868
1/30/2003,1.0748
1/31/2003,1.0816
2/3/2003,1.0729
2/4/2003,1.0822
2/5/2003,1.091
2/6/2003,1.0813
2/7/2003,1.0789
2/10/2003,1.0808
2/11/2003,1.0706
2/12/2003,1.0731
2/13/2003,1.0758
2/14/2003,1.0793
2/17/2003,1.0716
2/18/2003,1.0714
2/19/2003,1.0717
2/20/2003,1.0763
2/21/2003,1.0838
2/24/2003,1.0721
2/25/2003,1.0774
2/26/2003,1.0753
2/27/2003,1.0822
2/28/2003,1.0782
3/3/2003,1.08
3/4/2003,1.0919
3/5/2003,1.0966
3/6/2003,1.0963
3/7/2003,1.1039
3/10/2003,1.1042
3/11/2003,1.108
3/12/2003,1.1028
3/13/2003,1.0864
3/14/2003,1.0775
3/17/2003,1.0801
3/18/2003,1.0586
3/19/2003,1.057
3/20/2003,1.0592
3/21/2003,1.0572
3/24/2003,1.0634
3/25/2003,1.0691
3/26/2003,1.0667
3/27/2003,1.0723
3/28/2003,1.073
3/31/2003,1.0895
4/1/2003,1.0891
4/2/2003,1.083
4/3/2003,1.0702
4/4/2003,1.072
4/7/2003,1.0582
4/8/2003,1.066
4/9/2003,1.0742
4/10/2003,1.0805
4/11/2003,1.0735
4/14/2003,1.0737
4/15/2003,1.0784
4/16/2003,1.0836
4/17/2003,1.092
4/22/2003,1.0971
4/23/2003,1.0944
4/24/2003,1.1008
4/25/2003,1.0973
4/28/2003,1.1025
4/29/2003,1.0956
4/30/2003,1.1131
5/2/2003,1.1239
5/5/2003,1.1218
5/6/2003,1.1344
5/7/2003,1.1427
5/8/2003,1.1435
5/9/2003,1.1466
5/12/2003,1.1597
5/13/2003,1.1518
5/14/2003,1.1499
5/15/2003,1.1458
5/16/2003,1.1492
5/19/2003,1.1652
5/20/2003,1.1644
5/21/2003,1.1689
5/22/2003,1.172
5/23/2003,1.179
5/26/2003,1.1813
5/27/2003,1.1901
5/28/2003,1.1738
5/29/2003,1.1756
5/30/2003,1.1822
6/2/2003,1.1672
6/3/2003,1.1723
6/4/2003,1.1691
6/5/2003,1.1775
6/6/2003,1.1813
6/9/2003,1.1726
6/10/2003,1.1699
6/11/2003,1.1748
6/12/2003,1.1734
6/13/2003,1.1751
6/16/2003,1.1854
6/17/2003,1.1797
6/18/2003,1.1699
6/19/2003,1.1655
6/20/2003,1.1655
6/23/2003,1.1539
6/24/2003,1.1565
6/25/2003,1.1551
6/26/2003,1.1432
6/27/2003,1.1413
6/30/2003,1.1427
7/1/2003,1.1543
7/2/2003,1.1535
7/3/2003,1.1457
7/4/2003,1.1466
7/7/2003,1.136
7/8/2003,1.1326
7/9/2003,1.1355
7/10/2003,1.1342
7/11/2003,1.1315
7/14/2003,1.1299
7/15/2003,1.1319
7/16/2003,1.1138
7/17/2003,1.1231
7/18/2003,1.1205
7/21/2003,1.1284
7/22/2003,1.1343
7/23/2003,1.1401
7/24/2003,1.1467
7/25/2003,1.1477
7/28/2003,1.1489
7/29/2003,1.1462
7/30/2003,1.142
7/31/2003,1.1318
8/1/2003,1.1169
8/4/2003,1.1307
8/5/2003,1.1333
